date,CPI level,city,category
2019-05-01,100.640781462,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-06-01,100.7472819991,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-07-01,100.7139140038,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-08-01,100.5391696302,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-09-01,100.5252213841,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-10-01,100.7730852091,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-11-01,100.6793860496,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2019-12-01,101.1427191383,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-01-01,101.0736555036,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-02-01,100.9912518575,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-03-01,100.6730688027,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-04-01,100.6868374117,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-05-01,101.1118746585,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-06-01,100.2869775243,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-07-01,100.0102915558,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-08-01,100.5447929849,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-09-01,99.9541425156,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-10-01,99.149395363,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-11-01,98.9891014028,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2020-12-01,99.3002324137,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-01-01,99.3102053085,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-02-01,98.9955881706,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-03-01,98.8083338073,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-04-01,98.913523359,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-05-01,98.746622128,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-06-01,98.9587781703,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-07-01,98.9009935,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-08-01,98.8672524523,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-09-01,99.3270820929,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-10-01,99.305788573,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-11-01,99.1071301749,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2021-12-01,100.0870994498,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-01-01,100.2310129131,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-02-01,100.9447949815,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-03-01,101.1347452967,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-04-01,101.2821762478,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-05-01,101.4911207899,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-06-01,101.9571630307,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-07-01,102.2838871381,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-08-01,102.3366555964,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-09-01,102.1593108183,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-10-01,102.1838529925,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-11-01,101.9400859,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2022-12-01,102.2402508568,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-01-01,102.5222258746,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-02-01,102.6307542629,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-03-01,102.6025720918,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-04-01,102.6912609819,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-05-01,103.1415901544,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-06-01,103.1915143856,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-07-01,103.5376169,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-08-01,103.2736989671,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-09-01,103.2326439736,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-10-01,103.1672566626,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-11-01,102.7169454,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2023-12-01,103.458671465,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-01-01,103.4839497858,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-02-01,103.5736074,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-03-01,104.03403239,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-04-01,104.1049579436,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-05-01,104.3271580206,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-06-01,104.903746173,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-07-01,105.8334983006,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-08-01,108.6249541071,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-09-01,110.3852715508,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-10-01,111.9850429985,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-11-01,112.5087932738,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2024-12-01,114.369838885,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-01-01,115.9610405962,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-02-01,117.1740866229,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-03-01,117.9648512829,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-04-01,120.1359700788,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-05-01,128.3831711765,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-06-01,136.283893266,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-07-01,139.127736513,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-08-01,139.9670236555,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-09-01,139.5279877507,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-10-01,140.0224025876,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-11-01,139.4883002728,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2025-12-01,140.218552243,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-01-01,140.1597490107,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-02-01,138.5248894729,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-03-01,137.3290702059,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-04-01,136.6190310288,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-05-01,136.1002752621,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-06-01,135.7506574584,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2026-07-01,137.9354890993,CONURBACIÓN LA PAZ,Prendas de vestir y calzado
2018-01-01,100.2744771852,CONURBACIÓN LA PAZ,Recreación y cultura
2018-02-01,100.9687510797,CONURBACIÓN LA PAZ,Recreación y cultura
2018-03-01,101.02205754,CONURBACIÓN LA PAZ,Recreación y cultura
2018-04-01,101.3965520308,CONURBACIÓN LA PAZ,Recreación y cultura
2018-05-01,101.4394567803,CONURBACIÓN LA PAZ,Recreación y cultura
2018-06-01,101.7213403696,CONURBACIÓN LA PAZ,Recreación y cultura
2018-07-01,101.935787865,CONURBACIÓN LA PAZ,Recreación y cultura
2018-08-01,101.1225609277,CONURBACIÓN LA PAZ,Recreación y cultura
2018-09-01,101.3731036412,CONURBACIÓN LA PAZ,Recreación y cultura
2018-10-01,101.0305576973,CONURBACIÓN LA PAZ,Recreación y cultura
2018-11-01,101.2961651086,CONURBACIÓN LA PAZ,Recreación y cultura
2018-12-01,101.2333578226,CONURBACIÓN LA PAZ,Recreación y cultura
2019-01-01,101.3888064338,CONURBACIÓN LA PAZ,Recreación y cultura
2019-02-01,101.6877385687,CONURBACIÓN LA PAZ,Recreación y cultura
2019-03-01,101.6153291576,CONURBACIÓN LA PAZ,Recreación y cultura
2019-04-01,101.302996101,CONURBACIÓN LA PAZ,Recreación y cultura
2019-05-01,101.5466037487,CONURBACIÓN LA PAZ,Recreación y cultura
2019-06-01,101.3805733208,CONURBACIÓN LA PAZ,Recreación y cultura
2019-07-01,101.3992721439,CONURBACIÓN LA PAZ,Recreación y cultura
2019-08-01,101.296357094,CONURBACIÓN LA PAZ,Recreación y cultura
2019-09-01,101.5689531346,CONURBACIÓN LA PAZ,Recreación y cultura
2019-10-01,101.6469942807,CONURBACIÓN LA PAZ,Recreación y cultura
2019-11-01,101.827980314,CONURBACIÓN LA PAZ,Recreación y cultura
2019-12-01,101.8610631268,CONURBACIÓN LA PAZ,Recreación y cultura
2020-01-01,102.4087390359,CONURBACIÓN LA PAZ,Recreación y cultura
2020-02-01,103.0412800348,CONURBACIÓN LA PAZ,Recreación y cultura
2020-03-01,103.3007082666,CONURBACIÓN LA PAZ,Recreación y cultura
2020-04-01,103.3169860856,CONURBACIÓN LA PAZ,Recreación y cultura
2020-05-01,103.0667753968,CONURBACIÓN LA PAZ,Recreación y cultura
2020-06-01,104.177930625,CONURBACIÓN LA PAZ,Recreación y cultura
2020-07-01,104.790054223,CONURBACIÓN LA PAZ,Recreación y cultura
2020-08-01,104.6658861904,CONURBACIÓN LA PAZ,Recreación y cultura
2020-09-01,104.9561271561,CONURBACIÓN LA PAZ,Recreación y cultura
2020-10-01,104.882369608,CONURBACIÓN LA PAZ,Recreación y cultura
2020-11-01,105.1091430719,CONURBACIÓN LA PAZ,Recreación y cultura
2020-12-01,105.4059560061,CONURBACIÓN LA PAZ,Recreación y cultura
2021-01-01,105.5374868234,CONURBACIÓN LA PAZ,Recreación y cultura
2021-02-01,105.865927772,CONURBACIÓN LA PAZ,Recreación y cultura
2021-03-01,105.5045304292,CONURBACIÓN LA PAZ,Recreación y cultura
2021-04-01,105.4938457553,CONURBACIÓN LA PAZ,Recreación y cultura
2021-05-01,105.6389193896,CONURBACIÓN LA PAZ,Recreación y cultura
2021-06-01,106.0854606283,CONURBACIÓN LA PAZ,Recreación y cultura
2021-07-01,106.0611153,CONURBACIÓN LA PAZ,Recreación y cultura
2021-08-01,106.5773607339,CONURBACIÓN LA PAZ,Recreación y cultura
2021-09-01,106.8659859413,CONURBACIÓN LA PAZ,Recreación y cultura
2021-10-01,107.0072945881,CONURBACIÓN LA PAZ,Recreación y cultura
2021-11-01,107.1640435003,CONURBACIÓN LA PAZ,Recreación y cultura
2021-12-01,108.107230491,CONURBACIÓN LA PAZ,Recreación y cultura
2022-01-01,107.7341486773,CONURBACIÓN LA PAZ,Recreación y cultura
2022-02-01,107.6240153477,CONURBACIÓN LA PAZ,Recreación y cultura
2022-03-01,107.4746974405,CONURBACIÓN LA PAZ,Recreación y cultura
2022-04-01,107.1207637286,CONURBACIÓN LA PAZ,Recreación y cultura
2022-05-01,106.8060804824,CONURBACIÓN LA PAZ,Recreación y cultura
2022-06-01,107.1258948817,CONURBACIÓN LA PAZ,Recreación y cultura
2022-07-01,107.0687315863,CONURBACIÓN LA PAZ,Recreación y cultura
2022-08-01,106.8971701441,CONURBACIÓN LA PAZ,Recreación y cultura
2022-09-01,106.5143565298,CONURBACIÓN LA PAZ,Recreación y cultura
2022-10-01,106.5894595285,CONURBACIÓN LA PAZ,Recreación y cultura
2022-11-01,106.8567209,CONURBACIÓN LA PAZ,Recreación y cultura
2022-12-01,106.9233265009,CONURBACIÓN LA PAZ,Recreación y cultura
2023-01-01,106.5517274107,CONURBACIÓN LA PAZ,Recreación y cultura
2023-02-01,107.004905923,CONURBACIÓN LA PAZ,Recreación y cultura
2023-03-01,107.427416081,CONURBACIÓN LA PAZ,Recreación y cultura
2023-04-01,107.200701295,CONURBACIÓN LA PAZ,Recreación y cultura
2023-05-01,107.2915348687,CONURBACIÓN LA PAZ,Recreación y cultura
2023-06-01,106.8277523859,CONURBACIÓN LA PAZ,Recreación y cultura
2023-07-01,107.5366121,CONURBACIÓN LA PAZ,Recreación y cultura
2023-08-01,107.83356977,CONURBACIÓN LA PAZ,Recreación y cultura
2023-09-01,107.5544062248,CONURBACIÓN LA PAZ,Recreación y cultura
2023-10-01,107.804202408,CONURBACIÓN LA PAZ,Recreación y cultura
2023-11-01,107.4816559,CONURBACIÓN LA PAZ,Recreación y cultura
2023-12-01,107.7214048694,CONURBACIÓN LA PAZ,Recreación y cultura
2024-01-01,108.3081298715,CONURBACIÓN LA PAZ,Recreación y cultura
2024-02-01,108.7715338,CONURBACIÓN LA PAZ,Recreación y cultura
2024-03-01,109.6987407553,CONURBACIÓN LA PAZ,Recreación y cultura
2024-04-01,109.9265689041,CONURBACIÓN LA PAZ,Recreación y cultura
2024-05-01,110.3885436841,CONURBACIÓN LA PAZ,Recreación y cultura
2024-06-01,110.612145576,CONURBACIÓN LA PAZ,Recreación y cultura
2024-07-01,111.7907452931,CONURBACIÓN LA PAZ,Recreación y cultura
2024-08-01,116.8945150892,CONURBACIÓN LA PAZ,Recreación y cultura
2024-09-01,117.0029352063,CONURBACIÓN LA PAZ,Recreación y cultura
2024-10-01,117.4527940896,CONURBACIÓN LA PAZ,Recreación y cultura
2024-11-01,117.2627704168,CONURBACIÓN LA PAZ,Recreación y cultura
2024-12-01,117.6361208815,CONURBACIÓN LA PAZ,Recreación y cultura
2025-01-01,122.8305149115,CONURBACIÓN LA PAZ,Recreación y cultura
2025-02-01,124.3852339154,CONURBACIÓN LA PAZ,Recreación y cultura
2025-03-01,122.3293207572,CONURBACIÓN LA PAZ,Recreación y cultura
2025-04-01,123.7924467274,CONURBACIÓN LA PAZ,Recreación y cultura
2025-05-01,126.0536511774,CONURBACIÓN LA PAZ,Recreación y cultura
2025-06-01,128.2759099402,CONURBACIÓN LA PAZ,Recreación y cultura
2025-07-01,128.3014858864,CONURBACIÓN LA PAZ,Recreación y cultura
2025-08-01,133.6528677096,CONURBACIÓN LA PAZ,Recreación y cultura
2025-09-01,132.5171960902,CONURBACIÓN LA PAZ,Recreación y cultura
2025-10-01,132.5498529992,CONURBACIÓN LA PAZ,Recreación y cultura
2025-11-01,130.8970211253,CONURBACIÓN LA PAZ,Recreación y cultura
2025-12-01,129.3053493808,CONURBACIÓN LA PAZ,Recreación y cultura
2026-01-01,128.6135688927,CONURBACIÓN LA PAZ,Recreación y cultura
2026-02-01,130.6544335665,CONURBACIÓN LA PAZ,Recreación y cultura
2026-03-01,129.342843732,CONURBACIÓN LA PAZ,Recreación y cultura
2026-04-01,129.0873221887,CONURBACIÓN LA PAZ,Recreación y cultura
2026-05-01,129.2914472737,CONURBACIÓN LA PAZ,Recreación y cultura
2026-06-01,129.4310491547,CONURBACIÓN LA PAZ,Recreación y cultura
2026-07-01,131.0242341169,CONURBACIÓN LA PAZ,Recreación y cultura
2018-01-01,101.2094919484,CONURBACIÓN LA PAZ,Salud
2018-02-01,101.2074440232,CONURBACIÓN LA PAZ,Salud
2018-03-01,101.4262741754,CONURBACIÓN LA PAZ,Salud
2018-04-01,101.4543103295,CONURBACIÓN LA PAZ,Salud
2018-05-01,102.1946426685,CONURBACIÓN LA PAZ,Salud
2018-06-01,103.09966434,CONURBACIÓN LA PAZ,Salud
2018-07-01,103.0660295478,CONURBACIÓN LA PAZ,Salud
2018-08-01,103.7161420733,CONURBACIÓN LA PAZ,Salud
2018-09-01,103.8089622919,CONURBACIÓN LA PAZ,Salud
2018-10-01,103.5616207765,CONURBACIÓN LA PAZ,Salud
2018-11-01,103.87729527,CONURBACIÓN LA PAZ,Salud
2018-12-01,104.2191133555,CONURBACIÓN LA PAZ,Salud
2019-01-01,105.07793411,CONURBACIÓN LA PAZ,Salud
2019-02-01,105.1869428292,CONURBACIÓN LA PAZ,Salud
2019-03-01,105.7739799384,CONURBACIÓN LA PAZ,Salud
2019-04-01,105.6953853286,CONURBACIÓN LA PAZ,Salud
2019-05-01,105.8474873466,CONURBACIÓN LA PAZ,Salud
2019-06-01,105.783364121,CONURBACIÓN LA PAZ,Salud
2019-07-01,106.5270102915,CONURBACIÓN LA PAZ,Salud
2019-08-01,106.1305918506,CONURBACIÓN LA PAZ,Salud
2019-09-01,106.1963347963,CONURBACIÓN LA PAZ,Salud
2019-10-01,106.1765706303,CONURBACIÓN LA PAZ,Salud
2019-11-01,106.8747455952,CONURBACIÓN LA PAZ,Salud
2019-12-01,106.8425656009,CONURBACIÓN LA PAZ,Salud
2020-01-01,106.9598921649,CONURBACIÓN LA PAZ,Salud
2020-02-01,107.3848082376,CONURBACIÓN LA PAZ,Salud
2020-03-01,107.9368963487,CONURBACIÓN LA PAZ,Salud
2020-04-01,108.168912836,CONURBACIÓN LA PAZ,Salud
2020-05-01,110.6234646066,CONURBACIÓN LA PAZ,Salud
2020-06-01,109.435586469,CONURBACIÓN LA PAZ,Salud
2020-07-01,111.5535812041,CONURBACIÓN LA PAZ,Salud
2020-08-01,113.3902472725,CONURBACIÓN LA PAZ,Salud
2020-09-01,111.7784927156,CONURBACIÓN LA PAZ,Salud
2020-10-01,111.4871844819,CONURBACIÓN LA PAZ,Salud
2020-11-01,111.9962956717,CONURBACIÓN LA PAZ,Salud
2020-12-01,111.8531295216,CONURBACIÓN LA PAZ,Salud
2021-01-01,112.6905920456,CONURBACIÓN LA PAZ,Salud
2021-02-01,113.5630771563,CONURBACIÓN LA PAZ,Salud
2021-03-01,113.0513222798,CONURBACIÓN LA PAZ,Salud
2021-04-01,112.787493602,CONURBACIÓN LA PAZ,Salud
2021-05-01,112.8404553641,CONURBACIÓN LA PAZ,Salud
2021-06-01,113.3168026818,CONURBACIÓN LA PAZ,Salud
2021-07-01,113.8929895,CONURBACIÓN LA PAZ,Salud
2021-08-01,113.3646657143,CONURBACIÓN LA PAZ,Salud
2021-09-01,113.0450199954,CONURBACIÓN LA PAZ,Salud
2021-10-01,113.5127082656,CONURBACIÓN LA PAZ,Salud
2021-11-01,113.5561814483,CONURBACIÓN LA PAZ,Salud
2021-12-01,113.7740977032,CONURBACIÓN LA PAZ,Salud
2022-01-01,114.0487516274,CONURBACIÓN LA PAZ,Salud
2022-02-01,114.2643161776,CONURBACIÓN LA PAZ,Salud
2022-03-01,114.2603841802,CONURBACIÓN LA PAZ,Salud
2022-04-01,114.7058699653,CONURBACIÓN LA PAZ,Salud
2022-05-01,115.4438971323,CONURBACIÓN LA PAZ,Salud
2022-06-01,115.6231763542,CONURBACIÓN LA PAZ,Salud
2022-07-01,115.6038820508,CONURBACIÓN LA PAZ,Salud
2022-08-01,115.2455290689,CONURBACIÓN LA PAZ,Salud
2022-09-01,114.4831280599,CONURBACIÓN LA PAZ,Salud
2022-10-01,114.4125453525,CONURBACIÓN LA PAZ,Salud
2022-11-01,114.3763869,CONURBACIÓN LA PAZ,Salud
2022-12-01,114.6683192262,CONURBACIÓN LA PAZ,Salud
2023-01-01,114.8087951542,CONURBACIÓN LA PAZ,Salud
2023-02-01,115.2156087213,CONURBACIÓN LA PAZ,Salud
2023-03-01,115.9165694597,CONURBACIÓN LA PAZ,Salud
2023-04-01,116.2221886507,CONURBACIÓN LA PAZ,Salud
2023-05-01,116.5284465186,CONURBACIÓN LA PAZ,Salud
2023-06-01,117.2256772764,CONURBACIÓN LA PAZ,Salud
2023-07-01,117.5743248,CONURBACIÓN LA PAZ,Salud
2023-08-01,118.0862067519,CONURBACIÓN LA PAZ,Salud
2023-09-01,117.9257936444,CONURBACIÓN LA PAZ,Salud
2023-10-01,117.9075959025,CONURBACIÓN LA PAZ,Salud
2023-11-01,118.0341077,CONURBACIÓN LA PAZ,Salud
2023-12-01,118.055866487,CONURBACIÓN LA PAZ,Salud
2024-01-01,118.4637693755,CONURBACIÓN LA PAZ,Salud
2024-02-01,119.6062374,CONURBACIÓN LA PAZ,Salud
2024-03-01,120.8011096722,CONURBACIÓN LA PAZ,Salud
2024-04-01,120.7529252395,CONURBACIÓN LA PAZ,Salud
2024-05-01,120.810228805,CONURBACIÓN LA PAZ,Salud
2024-06-01,121.3563790873,CONURBACIÓN LA PAZ,Salud
2024-07-01,122.3441745553,CONURBACIÓN LA PAZ,Salud
2024-08-01,123.5500352091,CONURBACIÓN LA PAZ,Salud
2024-09-01,125.4537762089,CONURBACIÓN LA PAZ,Salud
2024-10-01,127.5883661934,CONURBACIÓN LA PAZ,Salud
2024-11-01,128.1794448873,CONURBACIÓN LA PAZ,Salud
2024-12-01,128.7237158621,CONURBACIÓN LA PAZ,Salud
2025-01-01,131.1519363937,CONURBACIÓN LA PAZ,Salud
2025-02-01,132.270138096,CONURBACIÓN LA PAZ,Salud
2025-03-01,133.1470124586,CONURBACIÓN LA PAZ,Salud
2025-04-01,135.8024555482,CONURBACIÓN LA PAZ,Salud
2025-05-01,139.8077502977,CONURBACIÓN LA PAZ,Salud
2025-06-01,145.7354310613,CONURBACIÓN LA PAZ,Salud
2025-07-01,149.4426999516,CONURBACIÓN LA PAZ,Salud
2025-08-01,150.8715961521,CONURBACIÓN LA PAZ,Salud
2025-09-01,152.3697229566,CONURBACIÓN LA PAZ,Salud
2025-10-01,152.550966549,CONURBACIÓN LA PAZ,Salud
2025-11-01,153.082972528,CONURBACIÓN LA PAZ,Salud
2025-12-01,154.0839198438,CONURBACIÓN LA PAZ,Salud
2026-01-01,155.6213042256,CONURBACIÓN LA PAZ,Salud
2026-02-01,156.8426058514,CONURBACIÓN LA PAZ,Salud
2026-03-01,155.5222433334,CONURBACIÓN LA PAZ,Salud
2026-04-01,155.4202725706,CONURBACIÓN LA PAZ,Salud
2026-05-01,156.4404667359,CONURBACIÓN LA PAZ,Salud
2026-06-01,156.2256523513,CONURBACIÓN LA PAZ,Salud
2026-07-01,155.5721030851,CONURBACIÓN LA PAZ,Salud
2018-01-01,101.8425197105,CONURBACIÓN LA PAZ,Transporte
2018-02-01,101.6657377373,CONURBACIÓN LA PAZ,Transporte
2018-03-01,101.5797073267,CONURBACIÓN LA PAZ,Transporte
2018-04-01,101.5300453513,CONURBACIÓN LA PAZ,Transporte
2018-05-01,101.4847150337,CONURBACIÓN LA PAZ,Transporte
2018-06-01,101.5457993884,CONURBACIÓN LA PAZ,Transporte
2018-07-01,101.8854267496,CONURBACIÓN LA PAZ,Transporte
2018-08-01,101.7157699932,CONURBACIÓN LA PAZ,Transporte
2018-09-01,101.8402094915,CONURBACIÓN LA PAZ,Transporte
2018-10-01,101.7505458586,CONURBACIÓN LA PAZ,Transporte
2018-11-01,101.9285177533,CONURBACIÓN LA PAZ,Transporte
2018-12-01,102.5886573142,CONURBACIÓN LA PAZ,Transporte
2019-01-01,102.6843865101,CONURBACIÓN LA PAZ,Transporte
2019-02-01,102.6153973146,CONURBACIÓN LA PAZ,Transporte
2019-03-01,102.5211341322,CONURBACIÓN LA PAZ,Transporte
2019-04-01,102.5693088317,CONURBACIÓN LA PAZ,Transporte
2019-05-01,102.6092241716,CONURBACIÓN LA PAZ,Transporte
2019-06-01,102.6942002937,CONURBACIÓN LA PAZ,Transporte
2019-07-01,102.9875084422,CONURBACIÓN LA PAZ,Transporte
2019-08-01,102.7459857639,CONURBACIÓN LA PAZ,Transporte
2019-09-01,102.6718578359,CONURBACIÓN LA PAZ,Transporte
2019-10-01,102.7442871005,CONURBACIÓN LA PAZ,Transporte
2019-11-01,104.4365303343,CONURBACIÓN LA PAZ,Transporte
2019-12-01,104.317244137,CONURBACIÓN LA PAZ,Transporte
2020-01-01,104.1941988787,CONURBACIÓN LA PAZ,Transporte
2020-02-01,104.0197772741,CONURBACIÓN LA PAZ,Transporte
2020-03-01,103.9343192884,CONURBACIÓN LA PAZ,Transporte
2020-04-01,103.9343192884,CONURBACIÓN LA PAZ,Transporte
2020-05-01,103.972637137,CONURBACIÓN LA PAZ,Transporte
2020-06-01,110.1813908506,CONURBACIÓN LA PAZ,Transporte
2020-07-01,112.3616877749,CONURBACIÓN LA PAZ,Transporte
2020-08-01,112.7010390785,CONURBACIÓN LA PAZ,Transporte
2020-09-01,112.7638358641,CONURBACIÓN LA PAZ,Transporte
2020-10-01,112.4500518011,CONURBACIÓN LA PAZ,Transporte
2020-11-01,108.5973139937,CONURBACIÓN LA PAZ,Transporte
2020-12-01,108.3382909201,CONURBACIÓN LA PAZ,Transporte
2021-01-01,108.1478553963,CONURBACIÓN LA PAZ,Transporte
2021-02-01,107.8685590107,CONURBACIÓN LA PAZ,Transporte
2021-03-01,107.8461309386,CONURBACIÓN LA PAZ,Transporte
2021-04-01,107.6586842678,CONURBACIÓN LA PAZ,Transporte
2021-05-01,107.5704955243,CONURBACIÓN LA PAZ,Transporte
2021-06-01,107.9008390331,CONURBACIÓN LA PAZ,Transporte
2021-07-01,107.9988342,CONURBACIÓN LA PAZ,Transporte
2021-08-01,108.2692771301,CONURBACIÓN LA PAZ,Transporte
2021-09-01,108.3651779083,CONURBACIÓN LA PAZ,Transporte
2021-10-01,108.5296293109,CONURBACIÓN LA PAZ,Transporte
2021-11-01,108.8264359406,CONURBACIÓN LA PAZ,Transporte
2021-12-01,109.6902957628,CONURBACIÓN LA PAZ,Transporte
2022-01-01,109.2124243539,CONURBACIÓN LA PAZ,Transporte
2022-02-01,109.5301144791,CONURBACIÓN LA PAZ,Transporte
2022-03-01,109.2617478665,CONURBACIÓN LA PAZ,Transporte
2022-04-01,109.485607982,CONURBACIÓN LA PAZ,Transporte
2022-05-01,109.3105506554,CONURBACIÓN LA PAZ,Transporte
2022-06-01,109.2407365202,CONURBACIÓN LA PAZ,Transporte
2022-07-01,110.0340680465,CONURBACIÓN LA PAZ,Transporte
2022-08-01,109.6484803715,CONURBACIÓN LA PAZ,Transporte
2022-09-01,109.4395980865,CONURBACIÓN LA PAZ,Transporte
2022-10-01,109.2008412503,CONURBACIÓN LA PAZ,Transporte
2022-11-01,109.1461524,CONURBACIÓN LA PAZ,Transporte
2022-12-01,110.2732971805,CONURBACIÓN LA PAZ,Transporte
2023-01-01,110.4705044206,CONURBACIÓN LA PAZ,Transporte
2023-02-01,110.5388678871,CONURBACIÓN LA PAZ,Transporte
2023-03-01,109.8917291794,CONURBACIÓN LA PAZ,Transporte
2023-04-01,110.0581223374,CONURBACIÓN LA PAZ,Transporte
2023-05-01,109.5328023127,CONURBACIÓN LA PAZ,Transporte
2023-06-01,109.679754671,CONURBACIÓN LA PAZ,Transporte
2023-07-01,110.5622177,CONURBACIÓN LA PAZ,Transporte
2023-08-01,114.1540782365,CONURBACIÓN LA PAZ,Transporte
2023-09-01,116.3182325524,CONURBACIÓN LA PAZ,Transporte
2023-10-01,116.2187292415,CONURBACIÓN LA PAZ,Transporte
2023-11-01,116.2738534,CONURBACIÓN LA PAZ,Transporte
2023-12-01,117.645715778,CONURBACIÓN LA PAZ,Transporte
2024-01-01,117.8067389113,CONURBACIÓN LA PAZ,Transporte
2024-02-01,117.6382844,CONURBACIÓN LA PAZ,Transporte
2024-03-01,116.8347897034,CONURBACIÓN LA PAZ,Transporte
2024-04-01,116.6530924999,CONURBACIÓN LA PAZ,Transporte
2024-05-01,116.5272358488,CONURBACIÓN LA PAZ,Transporte
2024-06-01,116.7905281861,CONURBACIÓN LA PAZ,Transporte
2024-07-01,118.0853875778,CONURBACIÓN LA PAZ,Transporte
